state,county,precinct,election_year,election_name,registered_voters,ballots_cast
Georgia,Berrien,West Berrien,2010,2010 General Election,,
Georgia,Berrien,Ray City,2010,2010 General Election,,
Georgia,Berrien,East Berrien,2010,2010 General Election,,
Georgia,Berrien,Nashville,2010,2010 General Election,,
Georgia,Berrien,Lois,2010,2010 General Election,,
Georgia,Berrien,Enigma,2010,2010 General Election,,
Georgia,Berrien,Alapaha,2010,2010 General Election,,
Georgia,Bibb,East Macon 1,2010,2010 General Election,,
Georgia,Bibb,East Macon 2,2010,2010 General Election,,
Georgia,Bibb,East Macon 3,2010,2010 General Election,,
Georgia,Bibb,East Macon 4,2010,2010 General Election,,
Georgia,Bibb,East Macon 5,2010,2010 General Election,,
Georgia,Bibb,East Macon 6,2010,2010 General Election,,
Georgia,Bibb,Godfrey 1,2010,2010 General Election,,
Georgia,Bibb,Godfrey 2,2010,2010 General Election,,
Georgia,Bibb,Godfrey 3,2010,2010 General Election,,
Georgia,Bibb,Godfrey 4,2010,2010 General Election,,
Georgia,Bibb,Godfrey 5,2010,2010 General Election,,
Georgia,Bibb,Godfrey 6,2010,2010 General Election,,
Georgia,Bibb,Godfrey 7,2010,2010 General Election,,
Georgia,Bibb,Hazzard 1,2010,2010 General Election,,
Georgia,Bibb,Hazzard 2,2010,2010 General Election,,
Georgia,Bibb,Hazzard 3,2010,2010 General Election,,
Georgia,Bibb,Hazzard 4,2010,2010 General Election,,
Georgia,Bibb,Hazzard 5,2010,2010 General Election,,
Georgia,Bibb,Hazzard 6,2010,2010 General Election,,
Georgia,Bibb,Hazzard 7,2010,2010 General Election,,
Georgia,Bibb,Howard 1,2010,2010 General Election,,
Georgia,Bibb,Howard 2,2010,2010 General Election,,
Georgia,Bibb,Howard 3,2010,2010 General Election,,
Georgia,Bibb,Howard 4,2010,2010 General Election,,
Georgia,Bibb,Howard 5,2010,2010 General Election,,
Georgia,Bibb,Howard 6,2010,2010 General Election,,
Georgia,Bibb,Howard 7,2010,2010 General Election,,
Georgia,Bibb,Howard 8,2010,2010 General Election,,
Georgia,Bibb,Rutland 1,2010,2010 General Election,,
Georgia,Bibb,Rutland 2,2010,2010 General Election,,
Georgia,Bibb,Vineville 1,2010,2010 General Election,,
Georgia,Bibb,Vineville 2,2010,2010 General Election,,
Georgia,Bibb,Vineville 3,2010,2010 General Election,,
Georgia,Bibb,Vineville 4,2010,2010 General Election,,
Georgia,Bibb,Vineville 5,2010,2010 General Election,,
Georgia,Bibb,Vineville 6,2010,2010 General Election,,
Georgia,Bibb,Vineville 7,2010,2010 General Election,,
Georgia,Bibb,Vineville 8,2010,2010 General Election,,
Georgia,Bibb,Warrior 1,2010,2010 General Election,,
Georgia,Bibb,Warrior 2,2010,2010 General Election,,
Georgia,Bleckley,Fairground,2010,2010 General Election,,
Georgia,Brantley,Hoboken,2010,2010 General Election,,
Georgia,Brantley,Nahunta,2010,2010 General Election,,
Georgia,Brantley,Waynesville,2010,2010 General Election,,
Georgia,Brooks,Quitman,2010,2010 General Election,,
Georgia,Brooks,Barwick/Drylake,2010,2010 General Election,,
Georgia,Brooks,Dixie,2010,2010 General Election,,
Georgia,Brooks,E.Brooks/Briggs,2010,2010 General Election,,
Georgia,Brooks,Pavo/Williams,2010,2010 General Election,,
Georgia,Brooks,S.Brooks/Nankin,2010,2010 General Election,,
Georgia,Brooks,Morven,2010,2010 General Election,,
Georgia,Bryan,Pembroke,2010,2010 General Election,,
Georgia,Bryan,Danielsiding,2010,2010 General Election,,
Georgia,Bryan,Ellabell,2010,2010 General Election,,
Georgia,Bryan,Black Creek,2010,2010 General Election,,
Georgia,Bryan,Ways Station,2010,2010 General Election,,
Georgia,Bryan,Rh Rec Complex,2010,2010 General Election,,
Georgia,Bryan,J.F. Gregory Park,2010,2010 General Election,,
Georgia,Bryan,Keller,2010,2010 General Election,,
Georgia,Bryan,Hwy 144 East,2010,2010 General Election,,
Georgia,Bryan,Public Safety Complex,2010,2010 General Election,,
Georgia,Bulloch,Lockhart,2010,2010 General Election,,
Georgia,Bulloch,Emit,2010,2010 General Election,,
Georgia,Bulloch,Statesboro,2010,2010 General Election,,
Georgia,Bulloch,Portal,2010,2010 General Election,,
Georgia,Bulloch,Fair,2010,2010 General Election,,
Georgia,Bulloch,Church,2010,2010 General Election,,
Georgia,Bulloch,Pittman Park,2010,2010 General Election,,
Georgia,Bulloch,Leefield,2010,2010 General Election,,
Georgia,Bulloch,Blitch,2010,2010 General Election,,
Georgia,Bulloch,Hagin,2010,2010 General Election,,
Georgia,Bulloch,Brooklet,2010,2010 General Election,,
Georgia,Bulloch,Stilson,2010,2010 General Election,,
Georgia,Bulloch,Bay,2010,2010 General Election,,
Georgia,Bulloch,Nevils,2010,2010 General Election,,
Georgia,Bulloch,Sinkhole,2010,2010 General Election,,
Georgia,Bulloch,Register,2010,2010 General Election,,
Georgia,Burke,Alexander,2010,2010 General Election,,
Georgia,Burke,Four Points,2010,2010 General Election,,
Georgia,Burke,Girard,2010,2010 General Election,,
Georgia,Burke,Gough,2010,2010 General Election,,
Georgia,Burke,Greenscut,2010,2010 General Election,,
Georgia,Burke,Keysville,2010,2010 General Election,,
Georgia,Burke,Midville,2010,2010 General Election,,
Georgia,Burke,Munnerlyn,2010,2010 General Election,,
Georgia,Burke,Sardis,2010,2010 General Election,,
Georgia,Burke,Scotts Crossroads,2010,2010 General Election,,
Georgia,Burke,Telfair,2010,2010 General Election,,
Georgia,Burke,St. Clair,2010,2010 General Election,,
Georgia,Burke,Vidette,2010,2010 General Election,,
Georgia,Burke,North Waynesboro,2010,2010 General Election,,
Georgia,Burke,South Waynesboro,2010,2010 General Election,,
Georgia,Burke,Blakeney,2010,2010 General Election,,
Georgia,Butts,Butts Co Comm Center,2010,2010 General Election,,
Georgia,Butts,Jenkinsburg,2010,2010 General Election,,
Georgia,Butts,Stark,2010,2010 General Election,,
Georgia,Butts,Towaliga,2010,2010 General Election,,
Georgia,Butts,Worthville,2010,2010 General Election,,
Georgia,Calhoun,Leary,2010,2010 General Election,,
Georgia,Calhoun,Morgan,2010,2010 General Election,,
Georgia,Calhoun,Edison,2010,2010 General Election,,
Georgia,Calhoun,Edison-Arlington,2010,2010 General Election,,
Georgia,Calhoun,Arlington,2010,2010 General Election,,
Georgia,Camden,Tarboro,2010,2010 General Election,,
Georgia,Camden,Waverly,2010,2010 General Election,,
Georgia,Camden,Woodbine,2010,2010 General Election,,
Georgia,Camden,Browntown,2010,2010 General Election,,
Georgia,Camden,Harrietts Bluff,2010,2010 General Election,,
Georgia,Camden,West Kingsland,2010,2010 General Election,,
Georgia,Camden,North Kingsland,2010,2010 General Election,,
Georgia,Camden,Kingsland,2010,2010 General Election,,
Georgia,Camden,East Kingsland,2010,2010 General Election,,
Georgia,Camden,North St Marys,2010,2010 General Election,,
Georgia,Camden,Mary Lee Clark,2010,2010 General Election,,
Georgia,Camden,South St Marys,2010,2010 General Election,,
Georgia,Camden,Mush Bluff,2010,2010 General Election,,
Georgia,Camden,West Saint Marys,2010,2010 General Election,,
Georgia,Candler,Metter -1685,2010,2010 General Election,,
Georgia,Candler,Candler-1736,2010,2010 General Election,,
Georgia,Carroll,Kansas (1006),2010,2010 General Election,,
Georgia,Carroll,Bowdon (1111),2010,2010 General Election,,
Georgia,Carroll,Sandhill (1122),2010,2010 General Election,,
Georgia,Carroll,Center Point (1152),2010,2010 General Election,,
Georgia,Carroll,Lowell (1163),2010,2010 General Election,,
Georgia,Carroll,Mt Zion (1240),2010,2010 General Election,,
Georgia,Carroll,Burwell (1371),2010,2010 General Election,,
Georgia,Carroll,Clem (1483),2010,2010 General Election,,
Georgia,Carroll,Bowdon Junction (1496),2010,2010 General Election,,
Georgia,Carroll,Tyus (1533),2010,2010 General Election,,
Georgia,Carroll,Fairfield (1540),2010,2010 General Election,,
Georgia,Carroll,Hulett (1542),2010,2010 General Election,,
Georgia,Carroll,Bethany (501),2010,2010 General Election,,
Georgia,Carroll,V R County South (640),2010,2010 General Election,,
Georgia,Carroll,V R County North (641),2010,2010 General Election,,
Georgia,Carroll,Villa Rica City (642),2010,2010 General Election,,
Georgia,Carroll,Temple County (649),2010,2010 General Election,,
Georgia,Carroll,Temple City (650),2010,2010 General Election,,
Georgia,Carroll,Whitesburg (682),2010,2010 General Election,,
Georgia,Carroll,Roopville (713),2010,2010 General Election,,
Georgia,Carroll,West Carrollton (714A1),2010,2010 General Election,,
Georgia,Carroll,East Carrollton Rec (714A2),2010,2010 General Election,,
Georgia,Carroll,Bonner (714A3),2010,2010 General Election,,
Georgia,Carroll,University Of W. Ga (714A4),2010,2010 General Election,,
Georgia,Carroll,County Admin Bldg (714A5),2010,2010 General Election,,
Georgia,Carroll,Tabernacle Church (714A6),2010,2010 General Election,,
Georgia,Carroll,Emc (714Bn),2010,2010 General Election,,
Georgia,Carroll,Old Camp Church (714Bw),2010,2010 General Election,,
Georgia,Carroll,Oak Grove (715),2010,2010 General Election,,
Georgia,Carroll,New Hope (716),2010,2010 General Election,,
Georgia,Catoosa,Blackstock,2010,2010 General Election,,
Georgia,Catoosa,Boynton,2010,2010 General Election,,
Georgia,Catoosa,Catoosa Keith,2010,2010 General Election,,
Georgia,Catoosa,Chambers,2010,2010 General Election,,
Georgia,Catoosa,Fort Oglethorpe,2010,2010 General Election,,
Georgia,Catoosa,Graysville,2010,2010 General Election,,
Georgia,Catoosa,Lakeview,2010,2010 General Election,,
Georgia,Catoosa,Poplar Springs,2010,2010 General Election,,
Georgia,Catoosa,Ringgold,2010,2010 General Election,,
Georgia,Catoosa,Westside,2010,2010 General Election,,
Georgia,Catoosa,Woodstation,2010,2010 General Election,,
Georgia,Charlton,Folkston Library,2010,2010 General Election,,
Georgia,Charlton,Folkston,2010,2010 General Election,,
Georgia,Charlton,Bend Fire Station,2010,2010 General Election,,
Georgia,Charlton,St. George,2010,2010 General Election,,
Georgia,Charlton,Traders Hill,2010,2010 General Election,,
Georgia,Charlton,Homeland,2010,2010 General Election,,
Georgia,Charlton,Folkston Fire Station,2010,2010 General Election,,
Georgia,Charlton,Racepond,2010,2010 General Election,,
Georgia,Charlton,Winokur,2010,2010 General Election,,
Georgia,Chatham,1-01 First Presbyterian Church,2010,2010 General Election,,
Georgia,Chatham,1-05 Jea Building,2010,2010 General Election,,
Georgia,Chatham,1-06 Central Chur Of Christ,2010,2010 General Election,,
Georgia,Chatham,1-08 Grace United Meth Chur,2010,2010 General Election,,
Georgia,Chatham,1-09 Immanuel Bapt Church,2010,2010 General Election,,
Georgia,Chatham,1-10 Saint Thomas Episcopal Church,2010,2010 General Election,,
Georgia,Chatham,1-12 Isle Of Hope Baptist,2010,2010 General Election,,
Georgia,Chatham,1-13 Cresthill Baptist,2010,2010 General Election,,
Georgia,Chatham,1-14 St Luke Church,2010,2010 General Election,,
Georgia,Chatham,1-16 Ferguson Ave Baptist,2010,2010 General Election,,
Georgia,Chatham,1-17 Islands Christian Church,2010,2010 General Election,,
Georgia,Chatham,2-02 Blackshear Comm Ctr,2010,2010 General Election,,
Georgia,Chatham,2-03 W. W. Law Center,2010,2010 General Election,,
Georgia,Chatham,2-04 Fellowship Of Love,2010,2010 General Election,,
Georgia,Chatham,2-05 Holy Spirit Lutheran,2010,2010 General Election,,
Georgia,Chatham,2-06 New Vision Revival Center,2010,2010 General Election,,
Georgia,Chatham,2-07 Christ Comm. Church,2010,2010 General Election,,
Georgia,Chatham,2-09 The Salvation Army,2010,2010 General Election,,
Georgia,Chatham,2-11 S Gardens Christian,2010,2010 General Election,,
Georgia,Chatham,2-12 Williams Court Apts,2010,2010 General Election,,
Georgia,Chatham,3-01 Old Courthouse,2010,2010 General Election,,
Georgia,Chatham,3-02 Rose Of Sharon,2010,2010 General Election,,
Georgia,Chatham,3-03 Savannah High School,2010,2010 General Election,,
Georgia,Chatham,3-04 First African Baptist,2010,2010 General Election,,
Georgia,Chatham,3-05 Aldersgate Youth Cent,2010,2010 General Election,,
Georgia,Chatham,3-08 Jenkins High School,2010,2010 General Election,,
Georgia,Chatham,3-09 Cokesbury Methodist,2010,2010 General Election,,
Georgia,Chatham,3-10 Bible Baptist Church,2010,2010 General Election,,
Georgia,Chatham,3-11 Southside Bapt Church,2010,2010 General Election,,
Georgia,Chatham,3-12 Thunderbolt Muni. Complex,2010,2010 General Election,,
Georgia,Chatham,3-13 New Cov 7 Day Adv Ch,2010,2010 General Election,,
Georgia,Chatham,3-14 Riverview Health Reh,2010,2010 General Election,,
Georgia,Chatham,3-15 Eli Whitney Complex,2010,2010 General Election,,
Georgia,Chatham,4-02 Frank Murray Comm Ct,2010,2010 General Election,,
Georgia,Chatham,4-04 Lighthouse Baptist Ch,2010,2010 General Election,,
Georgia,Chatham,4-05 St Francis Episcopal,2010,2010 General Election,,
Georgia,Chatham,4-06 First Baptist Church,2010,2010 General Election,,
Georgia,Chatham,4-07 Wilm Is Un Meth Ch,2010,2010 General Election,,
Georgia,Chatham,4-08 Wilmington Island Pr,2010,2010 General Election,,
Georgia,Chatham,4-10 Guard House Comm Ctr,2010,2010 General Election,,
Georgia,Chatham,4-11 Tybee Island School Cafe,2010,2010 General Election,,
Georgia,Chatham,4-12 St Peters Episcopal,2010,2010 General Election,,
Georgia,Chatham,4-13 Skid Is Pres Church,2010,2010 General Election,,
Georgia,Chatham,4-14 Skidaway Island Methodist Church,2010,2010 General Election,,
Georgia,Chatham,4-15 Skidaway Island State Park,2010,2010 General Election,,
Georgia,Chatham,5-01 Bartlett Middle Sch,2010,2010 General Election,,
Georgia,Chatham,5-02 Senior Citizens Cent,2010,2010 General Election,,
Georgia,Chatham,5-03 Butler Presbyterian,2010,2010 General Election,,
Georgia,Chatham,5-05 Liberty City Comm Ctr,2010,2010 General Election,,
Georgia,Chatham,5-06 Wildwood United Meth,2010,2010 General Election,,
Georgia,Chatham,5-07 Elks Lodge,2010,2010 General Election,,
Georgia,Chatham,5-08 Savannah Primitive,2010,2010 General Election,,
Georgia,Chatham,5-10 Jonesville Bapt Church,2010,2010 General Election,,
Georgia,Chatham,5-11 Largo-Tibet Elem,2010,2010 General Election,,
Georgia,Chatham,6-01 White Bluff Pres Chr,2010,2010 General Election,,
Georgia,Chatham,6-02 Windsor Forest Baptist,2010,2010 General Election,,
Georgia,Chatham,6-03 Crusader Comm Ctr,2010,2010 General Election,,
Georgia,Chatham,6-05 Windsor Forest Golde,2010,2010 General Election,,
Georgia,Chatham,6-06 The Light,2010,2010 General Election,,
Georgia,Chatham,6-08 St. Francis Cabrini,2010,2010 General Election,,
Georgia,Chatham,6-09 Trinity Lutheran Ch,2010,2010 General Election,,
Georgia,Chatham,6-10 Georgetown Elem,2010,2010 General Election,,
Georgia,Chatham,6-11 Bamboo Farms,2010,2010 General Election,,
Georgia,Chatham,7-01 Garden City Senior Ctr,2010,2010 General Election,,
Georgia,Chatham,7-03 P B Edwards Gym,2010,2010 General Election,,
Georgia,Chatham,7-04 Lake Shore Comm Ctr,2010,2010 General Election,,
Georgia,Chatham,7-05 Woodlawn Bapt Ch,2010,2010 General Election,,
Georgia,Chatham,7-06 Pooler City Hall,2010,2010 General Election,,
Georgia,Chatham,7-07 Rothwell Bapt Ch,2010,2010 General Election,,
Georgia,Chatham,7-08 Bloomingdale Com Ctr,2010,2010 General Election,,
Georgia,Chatham,7-09 Southwest Baptist Ch,2010,2010 General Election,,
Georgia,Chatham,7-10 Progressive Rec Ctr,2010,2010 General Election,,
Georgia,Chatham,7-11 Seventh Day Adv Chr,2010,2010 General Election,,
Georgia,Chatham,7-12 Risen Savior Chr,2010,2010 General Election,,
Georgia,Chatham,7-13 Garden City City Hall,2010,2010 General Election,,
Georgia,Chatham,7-14 Coastal Cathedral,2010,2010 General Election,,
Georgia,Chatham,8-01 Civic Center,2010,2010 General Election,,
Georgia,Chatham,8-02 Bull Street Baptist,2010,2010 General Election,,
Georgia,Chatham,8-03 Silk Hope Bapt Ch,2010,2010 General Election,,
Georgia,Chatham,8-05 W Broad St Ymca,2010,2010 General Election,,
Georgia,Chatham,8-06 Tompkins Rec Ctr,2010,2010 General Election,,
Georgia,Chatham,8-07 Woodville-Tompkins,2010,2010 General Election,,
Georgia,Chatham,8-08 Resur Of Our Lord Ch,2010,2010 General Election,,
Georgia,Chatham,8-09 Moses Jackson Ctr,2010,2010 General Election,,
Georgia,Chatham,8-10 Carver Heights Comm,2010,2010 General Election,,
Georgia,Chatham,8-11 Butler Elem School,2010,2010 General Election,,
Georgia,Chatham,8-12 Beach High School,2010,2010 General Election,,
Georgia,Chatham,8-13 Savannah Christ. Sch,2010,2010 General Election,,
Georgia,Chatham,8-15 Garden City Rec Ctr,2010,2010 General Election,,
Georgia,Chattahoochee,Chattahoochee Acvitity Center,2010,2010 General Election,,
Georgia,Chattooga,Cloudland,2010,2010 General Election,,
Georgia,Chattooga,Pennville,2010,2010 General Election,,
Georgia,Chattooga,Coldwater,2010,2010 General Election,,
Georgia,Chattooga,Dirtseller,2010,2010 General Election,,
Georgia,Chattooga,Haywood,2010,2010 General Election,,
Georgia,Chattooga,Lyerly,2010,2010 General Election,,
Georgia,Chattooga,Trion,2010,2010 General Election,,
Georgia,Chattooga,Summerville,2010,2010 General Election,,
Georgia,Chattooga,Teloga,2010,2010 General Election,,
Georgia,Chattooga,Dirttown,2010,2010 General Election,,
Georgia,Chattooga,Seminole,2010,2010 General Election,,
Georgia,Chattooga,Subligna,2010,2010 General Election,,
Georgia,Chattooga,Alpine,2010,2010 General Election,,
Georgia,Cherokee,Air Acres,2010,2010 General Election,,
Georgia,Cherokee,Arnold Mill,2010,2010 General Election,,
Georgia,Cherokee,Avery,2010,2010 General Election,,
Georgia,Cherokee,Ball Ground,2010,2010 General Election,,
Georgia,Cherokee,Bascomb,2010,2010 General Election,,
Georgia,Cherokee,Bells,2010,2010 General Election,,
Georgia,Cherokee,Booth,2010,2010 General Election,,
Georgia,Cherokee,Bradshaw,2010,2010 General Election,,
Georgia,Cherokee,Bridgemill,2010,2010 General Election,,
Georgia,Cherokee,Canton,2010,2010 General Election,,
Georgia,Cherokee,Carmel,2010,2010 General Election,,
Georgia,Cherokee,Woodstock,2010,2010 General Election,,
Georgia,Cherokee,Clayton,2010,2010 General Election,,
Georgia,Cherokee,Conns Creek,2010,2010 General Election,,
Georgia,Cherokee,Deer Run,2010,2010 General Election,,
Georgia,Cherokee,Dixie,2010,2010 General Election,,
Georgia,Cherokee,Freehome,2010,2010 General Election,,
Georgia,Cherokee,Hickory Flat,2010,2010 General Election,,
Georgia,Cherokee,Hightower,2010,2010 General Election,,
Georgia,Cherokee,Hillside,2010,2010 General Election,,
Georgia,Cherokee,Holly Springs,2010,2010 General Election,,
Georgia,Cherokee,Kellogg,2010,2010 General Election,,
Georgia,Cherokee,Liberty,2010,2010 General Election,,
Georgia,Cherokee,Little River,2010,2010 General Election,,
Georgia,Cherokee,Macedonia,2010,2010 General Election,,
Georgia,Cherokee,Mountain Road,2010,2010 General Election,,
Georgia,Cherokee,Neese,2010,2010 General Election,,
Georgia,Cherokee,Oak Grove,2010,2010 General Election,,
Georgia,Cherokee,R M Moore,2010,2010 General Election,,
Georgia,Cherokee,R T Jones,2010,2010 General Election,,
Georgia,Cherokee,Rosecreek,2010,2010 General Election,,
Georgia,Cherokee,Salacoa,2010,2010 General Election,,
Georgia,Cherokee,Sixes,2010,2010 General Election,,
Georgia,Cherokee,Sutallee,2010,2010 General Election,,
Georgia,Cherokee,Teasley,2010,2010 General Election,,
Georgia,Cherokee,Toonigh,2010,2010 General Election,,
Georgia,Cherokee,Union Hill,2010,2010 General Election,,
Georgia,Cherokee,Univeter,2010,2010 General Election,,
Georgia,Cherokee,Victoria,2010,2010 General Election,,
Georgia,Cherokee,Waleska,2010,2010 General Election,,
Georgia,Cherokee,Wildcat,2010,2010 General Election,,
Georgia,Cherokee,Woodlands,2010,2010 General Election,,
Georgia,Clarke,1A W'Ville Train Depot,2010,2010 General Election,,
Georgia,Clarke,1B E. Athens Baptist,2010,2010 General Election,,
Georgia,Clarke,1C Barnett Shls School,2010,2010 General Election,,
Georgia,Clarke,1D Whit Davis School,2010,2010 General Election,,
Georgia,Clarke,2A Judia J. Harris Sch,2010,2010 General Election,,
Georgia,Clarke,2B Howard Stroud School,2010,2010 General Election,,
Georgia,Clarke,3A Clarke Central High,2010,2010 General Election,,
Georgia,Clarke,3B Thomas N. Lay Park,2010,2010 General Election,,
Georgia,Clarke,4A Athens Transit Ctr,2010,2010 General Election,,
Georgia,Clarke,4B Memorial Park,2010,2010 General Election,,
Georgia,Clarke,5A Oglethorpe School,2010,2010 General Election,,
Georgia,Clarke,5B Whitehead Rd School,2010,2010 General Election,,
Georgia,Clarke,5C Chase Street School,2010,2010 General Election,,
Georgia,Clarke,5D Acc Fleet Mgt Bldg,2010,2010 General Election,,
Georgia,Clarke,6A Cleveland Rd School,2010,2010 General Election,,
Georgia,Clarke,6B Board Of Education,2010,2010 General Election,,
Georgia,Clarke,6C Timothy Rd Elem Schl,2010,2010 General Election,,
Georgia,Clarke,6D Firestation #4,2010,2010 General Election,,
Georgia,Clarke,7A Timothy Bptst Church,2010,2010 General Election,,
Georgia,Clarke,7B Alps Elem. School,2010,2010 General Election,,
Georgia,Clarke,7C Firestation #3,2010,2010 General Election,,
Georgia,Clarke,8A Gaines School,2010,2010 General Election,,
Georgia,Clarke,8B Cedar Shls High Sch,2010,2010 General Election,,
Georgia,Clarke,8C Firestation #7,2010,2010 General Election,,
Georgia,Clay,Bluffton,2010,2010 General Election,,
Georgia,Clay,Zetto,2010,2010 General Election,,
Georgia,Clay,Courthouse,2010,2010 General Election,,
Georgia,Clay,Old Head Start,2010,2010 General Election,,
Georgia,Clay,Days Cross Roads,2010,2010 General Election,,
Georgia,Clayton,Ellenwood,2010,2010 General Election,,
Georgia,Clayton,Forest Park 1,2010,2010 General Election,,
Georgia,Clayton,Forest Park 2,2010,2010 General Election,,
Georgia,Clayton,Forest Park 3,2010,2010 General Election,,
Georgia,Clayton,Forest Park 4,2010,2010 General Election,,
Georgia,Clayton,Forest Park 5,2010,2010 General Election,,
Georgia,Clayton,Forest Park 6,2010,2010 General Election,,
Georgia,Clayton,Jonesboro 1,2010,2010 General Election,,
Georgia,Clayton,Jonesboro 2,2010,2010 General Election,,
Georgia,Clayton,Jonesboro 3,2010,2010 General Election,,
Georgia,Clayton,Jonesboro 4,2010,2010 General Election,,
Georgia,Clayton,Jonesboro 5,2010,2010 General Election,,
