state,county,precinct,election_year,election_name,registered_voters,ballots_cast
Georgia,Bartow,Emerson,2014,2014 General Election,2065,1066
Georgia,Bartow,Euharlee,2014,2014 General Election,2606,1190
Georgia,Bartow,Folsom,2014,2014 General Election,897,453
Georgia,Bartow,Kingston,2014,2014 General Election,1828,888
Georgia,Bartow,Mission Road,2014,2014 General Election,3993,1970
Georgia,Bartow,Pine Log,2014,2014 General Election,1550,826
Georgia,Bartow,Taylorsville,2014,2014 General Election,2013,948
Georgia,Bartow,White,2014,2014 General Election,1755,908
Georgia,Bartow,Zena Drive,2014,2014 General Election,4085,1528
Georgia,Bartow,Cassville,2014,2014 General Election,3770,1555
Georgia,Bartow,Woodland High,2014,2014 General Election,1150,545
Georgia,Ben Hill,East,2014,2014 General Election,3052,1311
Georgia,Ben Hill,West,2014,2014 General Election,4739,2254
Georgia,Berrien,West Berrien,2014,2014 General Election,900,392
Georgia,Berrien,Ray City,2014,2014 General Election,1162,374
Georgia,Berrien,East Berrien,2014,2014 General Election,682,287
Georgia,Berrien,Nashville,2014,2014 General Election,4873,1711
Georgia,Berrien,Lois,2014,2014 General Election,587,201
Georgia,Berrien,Enigma,2014,2014 General Election,955,351
Georgia,Berrien,Alapaha,2014,2014 General Election,1033,479
Georgia,Bibb,East Macon 1,2014,2014 General Election,1808,631
Georgia,Bibb,East Macon 2,2014,2014 General Election,1495,801
Georgia,Bibb,East Macon 3,2014,2014 General Election,1593,821
Georgia,Bibb,East Macon 4,2014,2014 General Election,2550,1302
Georgia,Bibb,East Macon 5,2014,2014 General Election,1869,966
Georgia,Bibb,East Macon 6,2014,2014 General Election,1943,1058
Georgia,Bibb,Godfrey 1,2014,2014 General Election,2872,1089
Georgia,Bibb,Godfrey 2,2014,2014 General Election,1556,582
Georgia,Bibb,Godfrey 3,2014,2014 General Election,2058,947
Georgia,Bibb,Godfrey 4,2014,2014 General Election,1680,605
Georgia,Bibb,Godfrey 5,2014,2014 General Election,1833,821
Georgia,Bibb,Godfrey 6,2014,2014 General Election,2531,1130
Georgia,Bibb,Godfrey 7,2014,2014 General Election,1860,840
Georgia,Bibb,Hazzard 1,2014,2014 General Election,1925,922
Georgia,Bibb,Hazzard 2,2014,2014 General Election,3075,1541
Georgia,Bibb,Hazzard 3,2014,2014 General Election,3498,1819
Georgia,Bibb,Hazzard 4,2014,2014 General Election,1579,1043
Georgia,Bibb,Hazzard 5,2014,2014 General Election,1374,594
Georgia,Bibb,Hazzard 6,2014,2014 General Election,1405,649
Georgia,Bibb,Hazzard 7,2014,2014 General Election,2043,1201
Georgia,Bibb,Howard 1,2014,2014 General Election,1374,825
Georgia,Bibb,Howard 2,2014,2014 General Election,3232,2001
Georgia,Bibb,Howard 3,2014,2014 General Election,4007,2024
Georgia,Bibb,Howard 4,2014,2014 General Election,1266,746
Georgia,Bibb,Howard 5,2014,2014 General Election,1248,641
Georgia,Bibb,Howard 6,2014,2014 General Election,1632,952
Georgia,Bibb,Howard 7,2014,2014 General Election,2211,1422
Georgia,Bibb,Howard 8,2014,2014 General Election,2460,1602
Georgia,Bibb,Rutland 1,2014,2014 General Election,4222,2574
Georgia,Bibb,Rutland 2,2014,2014 General Election,2598,1427
Georgia,Bibb,Vineville 1,2014,2014 General Election,1509,641
Georgia,Bibb,Vineville 2,2014,2014 General Election,1705,827
Georgia,Bibb,Vineville 3,2014,2014 General Election,2371,1071
Georgia,Bibb,Vineville 4,2014,2014 General Election,1756,897
Georgia,Bibb,Vineville 5,2014,2014 General Election,1501,651
Georgia,Bibb,Vineville 6,2014,2014 General Election,1876,1096
Georgia,Bibb,Vineville 7,2014,2014 General Election,2432,1365
Georgia,Bibb,Vineville 8,2014,2014 General Election,1210,577
Georgia,Bibb,Warrior 1,2014,2014 General Election,1982,1215
Georgia,Bibb,Warrior 2,2014,2014 General Election,2438,1455
Georgia,Bleckley,Fairground,2014,2014 General Election,6004,3315
Georgia,Brantley,Hoboken,2014,2014 General Election,2526,1027
Georgia,Brantley,Nahunta,2014,2014 General Election,3035,1193
Georgia,Brantley,Waynesville,2014,2014 General Election,2599,857
Georgia,Brooks,Quitman,2014,2014 General Election,3371,1868
Georgia,Brooks,Barwick/Drylake,2014,2014 General Election,293,161
Georgia,Brooks,Dixie,2014,2014 General Election,923,521
Georgia,Brooks,E.Brooks/Briggs,2014,2014 General Election,1684,817
Georgia,Brooks,Pavo/Williams,2014,2014 General Election,422,217
Georgia,Brooks,S.Brooks/Nankin,2014,2014 General Election,545,334
Georgia,Brooks,Morven,2014,2014 General Election,1561,893
Georgia,Bryan,Pembroke,2014,2014 General Election,1870,774
Georgia,Bryan,Danielsiding,2014,2014 General Election,1778,813
Georgia,Bryan,Ellabell,2014,2014 General Election,1298,564
Georgia,Bryan,Black Creek,2014,2014 General Election,1861,744
Georgia,Bryan,Ways Station,2014,2014 General Election,1231,450
Georgia,Bryan,Rh Rec Complex,2014,2014 General Election,2215,663
Georgia,Bryan,J.F. Gregory Park,2014,2014 General Election,2408,1304
Georgia,Bryan,Keller,2014,2014 General Election,2784,1242
Georgia,Bryan,Hwy 144 East,2014,2014 General Election,1897,988
Georgia,Bryan,Public Safety Complex,2014,2014 General Election,1697,564
Georgia,Bulloch,Lockhart,2014,2014 General Election,467,244
Georgia,Bulloch,Emit,2014,2014 General Election,2064,920
Georgia,Bulloch,Statesboro,2014,2014 General Election,4613,1962
Georgia,Bulloch,Portal,2014,2014 General Election,1317,630
Georgia,Bulloch,Fair,2014,2014 General Election,4566,2103
Georgia,Bulloch,Church,2014,2014 General Election,4628,1991
Georgia,Bulloch,Pittman Park,2014,2014 General Election,4716,1110
Georgia,Bulloch,Leefield,2014,2014 General Election,649,317
Georgia,Bulloch,Blitch,2014,2014 General Election,1465,885
Georgia,Bulloch,Hagin,2014,2014 General Election,1734,844
Georgia,Bulloch,Brooklet,2014,2014 General Election,2044,988
Georgia,Bulloch,Stilson,2014,2014 General Election,1356,618
Georgia,Bulloch,Bay,2014,2014 General Election,1119,561
Georgia,Bulloch,Nevils,2014,2014 General Election,851,386
Georgia,Bulloch,Sinkhole,2014,2014 General Election,373,201
Georgia,Bulloch,Register,2014,2014 General Election,729,365
Georgia,Burke,Alexander,2014,2014 General Election,310,180
Georgia,Burke,Four Points,2014,2014 General Election,1646,775
Georgia,Burke,Girard,2014,2014 General Election,557,273
Georgia,Burke,Gough,2014,2014 General Election,355,204
Georgia,Burke,Greenscut,2014,2014 General Election,814,402
Georgia,Burke,Keysville,2014,2014 General Election,363,155
Georgia,Burke,Midville,2014,2014 General Election,380,201
Georgia,Burke,Munnerlyn,2014,2014 General Election,225,117
Georgia,Burke,Sardis,2014,2014 General Election,802,361
Georgia,Burke,Scotts Crossroads,2014,2014 General Election,216,118
Georgia,Burke,Telfair,2014,2014 General Election,807,366
Georgia,Burke,St. Clair,2014,2014 General Election,340,184
Georgia,Burke,Vidette,2014,2014 General Election,264,155
Georgia,Burke,North Waynesboro,2014,2014 General Election,2432,1045
Georgia,Burke,South Waynesboro,2014,2014 General Election,2534,1341
Georgia,Burke,Blakeney,2014,2014 General Election,485,217
Georgia,Butts,Butts Co Comm Center,2014,2014 General Election,3492,1630
Georgia,Butts,Jenkinsburg,2014,2014 General Election,1989,1039
Georgia,Butts,Stark,2014,2014 General Election,2116,1175
Georgia,Butts,Towaliga,2014,2014 General Election,2980,1562
Georgia,Butts,Worthville,2014,2014 General Election,532,827
Georgia,Calhoun,Leary,2014,2014 General Election,687,403
Georgia,Calhoun,Morgan,2014,2014 General Election,604,329
Georgia,Calhoun,Edison,2014,2014 General Election,451,186
Georgia,Calhoun,Edison-Arlington,2014,2014 General Election,574,281
Georgia,Calhoun,Arlington,2014,2014 General Election,627,306
Georgia,Camden,Tarboro,2014,2014 General Election,747,312
Georgia,Camden,Waverly,2014,2014 General Election,1043,541
Georgia,Camden,Woodbine,2014,2014 General Election,1586,706
Georgia,Camden,Browntown,2014,2014 General Election,557,210
Georgia,Camden,Harrietts Bluff,2014,2014 General Election,1472,666
Georgia,Camden,West Kingsland,2014,2014 General Election,2080,723
Georgia,Camden,North Kingsland,2014,2014 General Election,1845,666
Georgia,Camden,Kingsland,2014,2014 General Election,1696,535
Georgia,Camden,East Kingsland,2014,2014 General Election,4198,1499
Georgia,Camden,North St Marys,2014,2014 General Election,1420,329
Georgia,Camden,Mary Lee Clark,2014,2014 General Election,2367,794
Georgia,Camden,South St Marys,2014,2014 General Election,1608,788
Georgia,Camden,Mush Bluff,2014,2014 General Election,1967,800
Georgia,Camden,West Saint Marys,2014,2014 General Election,2542,1424
Georgia,Candler,Metter -1685,2014,2014 General Election,2487,1204
Georgia,Candler,Candler-1736,2014,2014 General Election,2004,1062
Georgia,Carroll,Kansas (1006),2014,2014 General Election,767,415
Georgia,Carroll,Bowdon (1111),2014,2014 General Election,2162,1010
Georgia,Carroll,Sandhill (1122),2014,2014 General Election,2892,1418
Georgia,Carroll,Center Point (1152),2014,2014 General Election,1187,706
Georgia,Carroll,Lowell (1163),2014,2014 General Election,1024,530
Georgia,Carroll,Mt Zion (1240),2014,2014 General Election,1342,627
Georgia,Carroll,Burwell (1371),2014,2014 General Election,999,537
Georgia,Carroll,Clem (1483),2014,2014 General Election,2598,1466
Georgia,Carroll,Bowdon Junction (1496),2014,2014 General Election,938,456
Georgia,Carroll,Tyus (1533),2014,2014 General Election,1292,724
Georgia,Carroll,Fairfield (1540),2014,2014 General Election,2806,1578
Georgia,Carroll,Hulett (1542),2014,2014 General Election,1604,886
Georgia,Carroll,Bethany (501),2014,2014 General Election,3052,1255
Georgia,Carroll,V R County South (640),2014,2014 General Election,2002,993
Georgia,Carroll,V R County North (641),2014,2014 General Election,3506,1534
Georgia,Carroll,Villa Rica City (642),2014,2014 General Election,4311,1696
Georgia,Carroll,Temple County (649),2014,2014 General Election,2730,1183
Georgia,Carroll,Temple City (650),2014,2014 General Election,2254,969
Georgia,Carroll,Whitesburg (682),2014,2014 General Election,1454,761
Georgia,Carroll,Roopville (713),2014,2014 General Election,1105,637
Georgia,Carroll,West Carrollton (714A1),2014,2014 General Election,2165,695
Georgia,Carroll,East Carrollton Rec (714A2),2014,2014 General Election,1174,550
Georgia,Carroll,Bonner (714A3),2014,2014 General Election,2556,1242
Georgia,Carroll,University Of W. Ga (714A4),2014,2014 General Election,2105,757
Georgia,Carroll,County Admin Bldg (714A5),2014,2014 General Election,1781,869
Georgia,Carroll,Tabernacle Church (714A6),2014,2014 General Election,1122,587
Georgia,Carroll,Emc (714Bn),2014,2014 General Election,1043,539
Georgia,Carroll,Old Camp Church (714Bw),2014,2014 General Election,1691,943
Georgia,Carroll,Oak Grove (715),2014,2014 General Election,1102,600
Georgia,Carroll,New Hope (716),2014,2014 General Election,873,362
Georgia,Catoosa,Blackstock,2014,2014 General Election,1325,566
Georgia,Catoosa,Boynton,2014,2014 General Election,4376,2050
Georgia,Catoosa,Catoosa Keith,2014,2014 General Election,1829,854
Georgia,Catoosa,Chambers,2014,2014 General Election,1834,957
Georgia,Catoosa,Fort Oglethorpe,2014,2014 General Election,3010,1268
Georgia,Catoosa,Graysville,2014,2014 General Election,3050,1277
Georgia,Catoosa,Lakeview,2014,2014 General Election,2547,912
Georgia,Catoosa,Poplar Springs,2014,2014 General Election,3014,1365
Georgia,Catoosa,Ringgold,2014,2014 General Election,5389,2368
Georgia,Catoosa,Westside,2014,2014 General Election,3805,1603
Georgia,Catoosa,Woodstation,2014,2014 General Election,2147,1012
Georgia,Charlton,Folkston Library,2014,2014 General Election,956,380
Georgia,Charlton,Folkston,2014,2014 General Election,982,337
Georgia,Charlton,Bend Fire Station,2014,2014 General Election,366,97
Georgia,Charlton,St. George,2014,2014 General Election,534,186
Georgia,Charlton,Traders Hill,2014,2014 General Election,99,47
Georgia,Charlton,Homeland,2014,2014 General Election,1199,511
Georgia,Charlton,Folkston Fire Station,2014,2014 General Election,730,324
Georgia,Charlton,Racepond,2014,2014 General Election,177,99
Georgia,Charlton,Winokur,2014,2014 General Election,266,122
Georgia,Chatham,1-01 First Presbyterian Church,2014,2014 General Election,2598,1599
Georgia,Chatham,1-05 Jea Building,2014,2014 General Election,1603,846
Georgia,Chatham,1-06 Central Chur Of Christ,2014,2014 General Election,1593,999
Georgia,Chatham,1-08 Grace United Meth Chur,2014,2014 General Election,1297,757
Georgia,Chatham,1-09 Immanuel Bapt Church,2014,2014 General Election,539,236
Georgia,Chatham,1-10 Saint Thomas Episcopal Church,2014,2014 General Election,925,567
Georgia,Chatham,1-12 Isle Of Hope Baptist,2014,2014 General Election,1717,1166
Georgia,Chatham,1-13 Cresthill Baptist,2014,2014 General Election,1045,579
Georgia,Chatham,1-14 St Luke Church,2014,2014 General Election,1348,805
Georgia,Chatham,1-16 Ferguson Ave Baptist,2014,2014 General Election,2183,1336
Georgia,Chatham,1-17 Islands Christian Church,2014,2014 General Election,2341,1426
Georgia,Chatham,2-02 Blackshear Comm Ctr,2014,2014 General Election,1277,492
Georgia,Chatham,2-03 W. W. Law Center,2014,2014 General Election,1169,466
Georgia,Chatham,2-04 Fellowship Of Love,2014,2014 General Election,2423,1135
Georgia,Chatham,2-05 Holy Spirit Lutheran,2014,2014 General Election,1519,752
Georgia,Chatham,2-06 New Vision Revival Center,2014,2014 General Election,407,175
Georgia,Chatham,2-07 Christ Comm. Church,2014,2014 General Election,1947,963
Georgia,Chatham,2-09 The Salvation Army,2014,2014 General Election,2599,1240
Georgia,Chatham,2-11 S Gardens Christian,2014,2014 General Election,1275,540
Georgia,Chatham,2-12 Williams Court Apts,2014,2014 General Election,1114,436
Georgia,Chatham,3-01 Old Courthouse,2014,2014 General Election,362,209
Georgia,Chatham,3-02 Rose Of Sharon,2014,2014 General Election,1241,687
Georgia,Chatham,3-03 Savannah High School,2014,2014 General Election,621,244
Georgia,Chatham,3-04 First African Baptist,2014,2014 General Election,1179,548
Georgia,Chatham,3-05 Aldersgate Youth Cent,2014,2014 General Election,1418,601
Georgia,Chatham,3-08 Jenkins High School,2014,2014 General Election,842,462
Georgia,Chatham,3-09 Cokesbury Methodist,2014,2014 General Election,518,351
Georgia,Chatham,3-10 Bible Baptist Church,2014,2014 General Election,2038,1008
Georgia,Chatham,3-11 Southside Bapt Church,2014,2014 General Election,1033,512
Georgia,Chatham,3-12 Thunderbolt Muni. Complex,2014,2014 General Election,1288,703
Georgia,Chatham,3-13 New Cov 7 Day Adv Ch,2014,2014 General Election,2240,770
Georgia,Chatham,3-14 Riverview Health Reh,2014,2014 General Election,1571,902
Georgia,Chatham,3-15 Eli Whitney Complex,2014,2014 General Election,568,384
Georgia,Chatham,4-02 Frank Murray Comm Ct,2014,2014 General Election,1673,814
Georgia,Chatham,4-04 Lighthouse Baptist Ch,2014,2014 General Election,1851,1066
Georgia,Chatham,4-05 St Francis Episcopal,2014,2014 General Election,1770,981
Georgia,Chatham,4-06 First Baptist Church,2014,2014 General Election,1776,997
Georgia,Chatham,4-07 Wilm Is Un Meth Ch,2014,2014 General Election,2134,1091
Georgia,Chatham,4-08 Wilmington Island Pr,2014,2014 General Election,2494,1521
Georgia,Chatham,4-10 Guard House Comm Ctr,2014,2014 General Election,1203,754
Georgia,Chatham,4-11 Tybee Island School Cafe,2014,2014 General Election,1338,857
Georgia,Chatham,4-12 St Peters Episcopal,2014,2014 General Election,1804,1267
Georgia,Chatham,4-13 Skid Is Pres Church,2014,2014 General Election,2063,1570
Georgia,Chatham,4-14 Skidaway Island Methodist Church,2014,2014 General Election,1597,1212
Georgia,Chatham,4-15 Skidaway Island State Park,2014,2014 General Election,1543,1180
Georgia,Chatham,5-01 Bartlett Middle Sch,2014,2014 General Election,690,330
Georgia,Chatham,5-02 Senior Citizens Cent,2014,2014 General Election,568,241
Georgia,Chatham,5-03 Butler Presbyterian,2014,2014 General Election,786,362
Georgia,Chatham,5-05 Liberty City Comm Ctr,2014,2014 General Election,1968,1114
Georgia,Chatham,5-06 Wildwood United Meth,2014,2014 General Election,1763,723
Georgia,Chatham,5-07 Elks Lodge,2014,2014 General Election,1180,544
Georgia,Chatham,5-08 Savannah Primitive,2014,2014 General Election,1311,631
Georgia,Chatham,5-10 Jonesville Bapt Church,2014,2014 General Election,2688,1264
Georgia,Chatham,5-11 Largo-Tibet Elem,2014,2014 General Election,1780,821
Georgia,Chatham,6-01 White Bluff Pres Chr,2014,2014 General Election,1174,590
Georgia,Chatham,6-02 Windsor Forest Baptist,2014,2014 General Election,1819,1161
Georgia,Chatham,6-03 Crusader Comm Ctr,2014,2014 General Election,1890,1048
Georgia,Chatham,6-05 Windsor Forest Golde,2014,2014 General Election,1336,653
Georgia,Chatham,6-06 The Light,2014,2014 General Election,933,478
Georgia,Chatham,6-08 St. Francis Cabrini,2014,2014 General Election,1308,636
Georgia,Chatham,6-09 Trinity Lutheran Ch,2014,2014 General Election,2515,1227
Georgia,Chatham,6-10 Georgetown Elem,2014,2014 General Election,2980,1573
Georgia,Chatham,6-11 Bamboo Farms,2014,2014 General Election,2658,1065
Georgia,Chatham,7-01 Garden City Senior Ctr,2014,2014 General Election,995,512
Georgia,Chatham,7-03 P B Edwards Gym,2014,2014 General Election,921,460
Georgia,Chatham,7-04 Lake Shore Comm Ctr,2014,2014 General Election,2542,1051
Georgia,Chatham,7-05 Woodlawn Bapt Ch,2014,2014 General Election,888,404
Georgia,Chatham,7-06 Pooler City Hall,2014,2014 General Election,1950,856
Georgia,Chatham,7-07 Rothwell Bapt Ch,2014,2014 General Election,4062,1957
Georgia,Chatham,7-08 Bloomingdale Com Ctr,2014,2014 General Election,1736,821
Georgia,Chatham,7-09 Southwest Baptist Ch,2014,2014 General Election,1559,714
Georgia,Chatham,7-10 Progressive Rec Ctr,2014,2014 General Election,2369,939
Georgia,Chatham,7-11 Seventh Day Adv Chr,2014,2014 General Election,2020,800
Georgia,Chatham,7-12 Risen Savior Chr,2014,2014 General Election,3618,1761
Georgia,Chatham,7-13 Garden City City Hall,2014,2014 General Election,1948,1206
Georgia,Chatham,7-14 Coastal Cathedral,2014,2014 General Election,4369,2033
Georgia,Chatham,8-01 Civic Center,2014,2014 General Election,479,141
Georgia,Chatham,8-02 Bull Street Baptist,2014,2014 General Election,1121,454
Georgia,Chatham,8-03 Silk Hope Bapt Ch,2014,2014 General Election,522,269
Georgia,Chatham,8-05 W Broad St Ymca,2014,2014 General Election,976,371
Georgia,Chatham,8-06 Tompkins Rec Ctr,2014,2014 General Election,724,334
Georgia,Chatham,8-07 Woodville-Tompkins,2014,2014 General Election,483,240
Georgia,Chatham,8-08 Resur Of Our Lord Ch,2014,2014 General Election,1299,612
Georgia,Chatham,8-09 Moses Jackson Ctr,2014,2014 General Election,973,464
Georgia,Chatham,8-10 Carver Heights Comm,2014,2014 General Election,1379,682
Georgia,Chatham,8-11 Butler Elem School,2014,2014 General Election,1216,759
Georgia,Chatham,8-12 Beach High School,2014,2014 General Election,732,312
Georgia,Chatham,8-13 Savannah Christ. Sch,2014,2014 General Election,581,224
Georgia,Chatham,8-15 Garden City Rec Ctr,2014,2014 General Election,1171,469
Georgia,Chattahoochee,Chattahoochee Acvitity Center,2014,2014 General Election,3714,715
Georgia,Chattooga,Cloudland,2014,2014 General Election,265,142
Georgia,Chattooga,Pennville,2014,2014 General Election,458,172
Georgia,Chattooga,Coldwater,2014,2014 General Election,193,114
Georgia,Chattooga,Dirtseller,2014,2014 General Election,152,83
Georgia,Chattooga,Haywood,2014,2014 General Election,128,55
Georgia,Chattooga,Lyerly,2014,2014 General Election,733,335
Georgia,Chattooga,Trion,2014,2014 General Election,2616,1038
Georgia,Chattooga,Summerville,2014,2014 General Election,4043,1776
Georgia,Chattooga,Teloga,2014,2014 General Election,433,225
Georgia,Chattooga,Dirttown,2014,2014 General Election,695,373
Georgia,Chattooga,Seminole,2014,2014 General Election,107,52
Georgia,Chattooga,Subligna,2014,2014 General Election,370,211
Georgia,Chattooga,Alpine,2014,2014 General Election,702,382
Georgia,Cherokee,Air Acres,2014,2014 General Election,2114,1097
Georgia,Cherokee,Arnold Mill,2014,2014 General Election,3429,1965
Georgia,Cherokee,Avery,2014,2014 General Election,2267,1376
Georgia,Cherokee,Ball Ground,2014,2014 General Election,2422,1341
Georgia,Cherokee,Bascomb,2014,2014 General Election,3344,1794
Georgia,Cherokee,Bells,2014,2014 General Election,3467,1606
Georgia,Cherokee,Booth,2014,2014 General Election,3368,1786
Georgia,Cherokee,Bradshaw,2014,2014 General Election,3350,2054
Georgia,Cherokee,Bridgemill,2014,2014 General Election,4018,2094
Georgia,Cherokee,Canton,2014,2014 General Election,4222,2076
Georgia,Cherokee,Carmel,2014,2014 General Election,2983,1358
Georgia,Cherokee,Woodstock,2014,2014 General Election,3805,1691
Georgia,Cherokee,Clayton,2014,2014 General Election,2240,1186
Georgia,Cherokee,Conns Creek,2014,2014 General Election,560,302
Georgia,Cherokee,Deer Run,2014,2014 General Election,2360,1207
Georgia,Cherokee,Dixie,2014,2014 General Election,4141,1870
Georgia,Cherokee,Freehome,2014,2014 General Election,3993,2269
Georgia,Cherokee,Hickory Flat,2014,2014 General Election,3806,2015
Georgia,Cherokee,Hightower,2014,2014 General Election,2457,1412
Georgia,Cherokee,Hillside,2014,2014 General Election,2713,1554
Georgia,Cherokee,Holly Springs,2014,2014 General Election,1958,915
Georgia,Cherokee,Kellogg,2014,2014 General Election,3782,1710
Georgia,Cherokee,Liberty,2014,2014 General Election,5759,2560
Georgia,Cherokee,Little River,2014,2014 General Election,5079,2640
Georgia,Cherokee,Macedonia,2014,2014 General Election,3357,1943
Georgia,Cherokee,Mountain Road,2014,2014 General Election,2451,1378
Georgia,Cherokee,Neese,2014,2014 General Election,5212,2616
Georgia,Cherokee,Oak Grove,2014,2014 General Election,2674,1297
Georgia,Cherokee,R M Moore,2014,2014 General Election,2308,1274
Georgia,Cherokee,R T Jones,2014,2014 General Election,1779,775
Georgia,Cherokee,Rosecreek,2014,2014 General Election,3101,1793
Georgia,Cherokee,Salacoa,2014,2014 General Election,508,269
Georgia,Cherokee,Sixes,2014,2014 General Election,2329,1423
Georgia,Cherokee,Sutallee,2014,2014 General Election,1784,985
Georgia,Cherokee,Teasley,2014,2014 General Election,5384,2645
Georgia,Cherokee,Toonigh,2014,2014 General Election,4611,2382
Georgia,Cherokee,Union Hill,2014,2014 General Election,2915,1750
Georgia,Cherokee,Univeter,2014,2014 General Election,3995,2110
Georgia,Cherokee,Victoria,2014,2014 General Election,2313,1249
Georgia,Cherokee,Waleska,2014,2014 General Election,1865,1102
Georgia,Cherokee,Wildcat,2014,2014 General Election,2472,1311
Georgia,Cherokee,Woodlands,2014,2014 General Election,2759,1351
Georgia,Clarke,1A W'Ville Train Depot,2014,2014 General Election,2072,1035
Georgia,Clarke,1B E. Athens Baptist,2014,2014 General Election,2857,1344
Georgia,Clarke,1C Barnett Shls School,2014,2014 General Election,1880,1000
