state,county,precinct,election_year,election_name,registered_voters,ballots_cast
Georgia,Baldwin,North Baldwin,2006,2006 General Election,2417,1505
Georgia,Baldwin,West Baldwin,2006,2006 General Election,1284,704
Georgia,Baldwin,East Hardwick,2006,2006 General Election,778,351
Georgia,Baldwin,West Hardwick,2006,2006 General Election,2269,1172
Georgia,Baldwin,Coopers,2006,2006 General Election,1141,626
Georgia,Banks,Anderson,2006,2006 General Election,821,411
Georgia,Banks,Baldwin,2006,2006 General Election,543,291
Georgia,Banks,Berlin,2006,2006 General Election,248,141
Georgia,Banks,Bushville,2006,2006 General Election,496,260
Georgia,Banks,Columbia,2006,2006 General Election,228,141
Georgia,Banks,Davids,2006,2006 General Election,974,508
Georgia,Banks,Golden Hill,2006,2006 General Election,552,279
Georgia,Banks,Grove River,2006,2006 General Election,370,202
Georgia,Banks,Hollingsworth,2006,2006 General Election,426,252
Georgia,Banks,Homer,2006,2006 General Election,910,463
Georgia,Banks,Poplar Springs,2006,2006 General Election,971,540
Georgia,Banks,Washington,2006,2006 General Election,437,267
Georgia,Banks,Wilmonts,2006,2006 General Election,376,196
Georgia,Barrow,01 Bethlehem Community Center,2006,2006 General Election,1778,809
Georgia,Barrow,02 Bethabra Baptist Church,2006,2006 General Election,1725,855
Georgia,Barrow,03 Bramlett Elementary School,2006,2006 General Election,1729,626
Georgia,Barrow,04 Westside Middle School,2006,2006 General Election,1819,702
Georgia,Barrow,05 Fire Station 1 (Statham),2006,2006 General Election,2136,1007
Georgia,Barrow,06 Winder Barrow High School,2006,2006 General Election,1371,622
Georgia,Barrow,07 Statham Elementary School,2006,2006 General Election,1411,654
Georgia,Barrow,08 Holsenbeck Elementary School,2006,2006 General Election,1593,660
Georgia,Barrow,09 Lions Club,2006,2006 General Election,1807,904
Georgia,Barrow,10 Leisure Services Center,2006,2006 General Election,1599,615
Georgia,Barrow,11 Apalachee High School,2006,2006 General Election,1190,467
Georgia,Barrow,12 Midway United Methodist Church,2006,2006 General Election,1848,719
Georgia,Barrow,13 Winder Community Center,2006,2006 General Election,1675,818
Georgia,Barrow,14 Cedar Creek Baptist Church,2006,2006 General Election,765,314
Georgia,Barrow,15 County Line Elementary School,2006,2006 General Election,1591,761
Georgia,Barrow,16 The Church At Winder,2006,2006 General Election,2725,1127
Georgia,Bartow,Adairsville,2006,2006 General Election,3932,1547
Georgia,Bartow,Allatoona,2006,2006 General Election,2965,1097
Georgia,Bartow,Cartersville East,2006,2006 General Election,4188,1856
Georgia,Bartow,Cartersville West,2006,2006 General Election,4599,2290
Georgia,Bartow,Beavers Drive,2006,2006 General Election,3301,1491
Georgia,Bartow,Center,2006,2006 General Election,2335,1100
Georgia,Bartow,Emerson,2006,2006 General Election,1990,860
Georgia,Bartow,Euharlee,2006,2006 General Election,2269,906
Georgia,Bartow,Folsom,2006,2006 General Election,897,411
Georgia,Bartow,Kingston,2006,2006 General Election,1771,746
Georgia,Bartow,Mission Road,2006,2006 General Election,3822,1754
Georgia,Bartow,Pine Log,2006,2006 General Election,1449,719
Georgia,Bartow,Taylorsville,2006,2006 General Election,1760,755
Georgia,Bartow,White,2006,2006 General Election,1690,778
Georgia,Bartow,Zena Drive,2006,2006 General Election,3453,1194
Georgia,Bartow,Cassville,2006,2006 General Election,3458,1348
Georgia,Bartow,Woodland High,2006,2006 General Election,975,411
Georgia,Ben Hill,Special East,2006,2006 General Election,692,212
Georgia,Ben Hill,Special West,2006,2006 General Election,1725,702
Georgia,Ben Hill,East,2006,2006 General Election,2444,965
Georgia,Ben Hill,West,2006,2006 General Election,2656,1369
Georgia,Ben Hill,Williamson,2006,2006 General Election,151,83
Georgia,Berrien,Ray City,2006,2006 General Election,1081,418
Georgia,Berrien,Upper Tent,2006,2006 General Election,159,104
Georgia,Berrien,Nashville,2006,2006 General Election,3928,1745
Georgia,Berrien,Lois,2006,2006 General Election,215,122
Georgia,Berrien,New River,2006,2006 General Election,184,121
Georgia,Berrien,Enigma,2006,2006 General Election,766,349
Georgia,Berrien,Lower Tent,2006,2006 General Election,212,119
Georgia,Berrien,Jordan,2006,2006 General Election,483,261
Georgia,Berrien,Alapaha,2006,2006 General Election,912,426
Georgia,Bibb,East Macon 1,2006,2006 General Election,1575,527
Georgia,Bibb,East Macon 2,2006,2006 General Election,1365,687
Georgia,Bibb,East Macon 3,2006,2006 General Election,1447,698
Georgia,Bibb,East Macon 4,2006,2006 General Election,2153,1161
Georgia,Bibb,East Macon 5,2006,2006 General Election,1795,878
Georgia,Bibb,East Macon 6,2006,2006 General Election,1703,854
Georgia,Bibb,Godfrey 1,2006,2006 General Election,2199,806
Georgia,Bibb,Godfrey 2,2006,2006 General Election,1463,477
Georgia,Bibb,Godfrey 3,2006,2006 General Election,2009,888
Georgia,Bibb,Godfrey 4,2006,2006 General Election,1417,457
Georgia,Bibb,Godfrey 5,2006,2006 General Election,1480,691
Georgia,Bibb,Godfrey 6,2006,2006 General Election,2124,856
Georgia,Bibb,Godfrey 7,2006,2006 General Election,1643,668
Georgia,Bibb,Hazzard 1,2006,2006 General Election,1744,787
Georgia,Bibb,Hazzard 2,2006,2006 General Election,2791,1321
Georgia,Bibb,Hazzard 3,2006,2006 General Election,2889,1416
Georgia,Bibb,Hazzard 4,2006,2006 General Election,1351,818
Georgia,Bibb,Hazzard 5,2006,2006 General Election,1272,526
Georgia,Bibb,Hazzard 6,2006,2006 General Election,1260,559
Georgia,Bibb,Hazzard 7,2006,2006 General Election,1511,874
Georgia,Bibb,Howard 1,2006,2006 General Election,1276,797
Georgia,Bibb,Howard 2,2006,2006 General Election,3136,1933
Georgia,Bibb,Howard 3,2006,2006 General Election,3252,1628
Georgia,Bibb,Howard 4,2006,2006 General Election,1256,807
Georgia,Bibb,Howard 5,2006,2006 General Election,1238,760
Georgia,Bibb,Howard 6,2006,2006 General Election,1148,622
Georgia,Bibb,Howard 7,2006,2006 General Election,1828,1106
Georgia,Bibb,Howard 8,2006,2006 General Election,2096,1357
Georgia,Bibb,Howard 9,2006,2006 General Election,2154,1417
Georgia,Bibb,Rutland 1,2006,2006 General Election,3588,2065
Georgia,Bibb,Rutland 2,2006,2006 General Election,2378,1231
Georgia,Bibb,Vineville 1,2006,2006 General Election,1295,582
Georgia,Bibb,Vineville 2,2006,2006 General Election,1569,820
Georgia,Bibb,Vineville 3,2006,2006 General Election,1959,827
Georgia,Bibb,Vineville 4,2006,2006 General Election,1430,723
Georgia,Bibb,Vineville 5,2006,2006 General Election,1040,398
Georgia,Bibb,Vineville 6,2006,2006 General Election,1780,1188
Georgia,Bibb,Vineville 7,2006,2006 General Election,1052,574
Georgia,Bibb,Vineville 8,2006,2006 General Election,66,22
Georgia,Bibb,Vineville 9,2006,2006 General Election,1042,538
Georgia,Bibb,Warrior 1,2006,2006 General Election,1792,1017
Georgia,Bibb,Warrior 2,2006,2006 General Election,2181,1171
Georgia,Bleckley,Fairground,2006,2006 General Election,5933,3155
Georgia,Brantley,Lulaton,2006,2006 General Election,466,147
Georgia,Brantley,Lulaton,2006,2006 General Election,926,325
Georgia,Brantley,Hortense,2006,2006 General Election,641,284
Georgia,Brantley,Hickox,2006,2006 General Election,742,286
Georgia,Brantley,Hoboken,2006,2006 General Election,921,365
Georgia,Brantley,Schlatterv,2006,2006 General Election,398,206
Georgia,Brantley,Calvary,2006,2006 General Election,980,423
Georgia,Brantley,Nahunta,2006,2006 General Election,1283,494
Georgia,Brantley,Waynesville,2006,2006 General Election,1454,439
Georgia,Brooks,Groovervil,2006,2006 General Election,342,153
Georgia,Brooks,Quitman,2006,2006 General Election,2734,1241
Georgia,Brooks,Dry Lake,2006,2006 General Election,282,131
Georgia,Brooks,Dixie,2006,2006 General Election,490,233
Georgia,Brooks,Barney,2006,2006 General Election,546,238
Georgia,Brooks,Briggs,2006,2006 General Election,1327,570
Georgia,Brooks,Williams,2006,2006 General Election,379,163
Georgia,Brooks,Nankin,2006,2006 General Election,537,286
Georgia,Brooks,Morvrn,2006,2006 General Election,846,379
Georgia,Bryan,Pembroke,2006,2006 General Election,753,396
Georgia,Bryan,Pembroke E,2006,2006 General Election,1262,654
Georgia,Bryan,Danielsiding,2006,2006 General Election,902,405
Georgia,Bryan,Ellabell,2006,2006 General Election,1718,735
Georgia,Bryan,Blichton,2006,2006 General Election,753,327
Georgia,Bryan,Ways Station,2006,2006 General Election,2089,899
Georgia,Bryan,Rh Rec Complex,2006,2006 General Election,1824,1002
Georgia,Bryan,J.F. Gregory Park,2006,2006 General Election,1084,414
Georgia,Bryan,Keller,2006,2006 General Election,2195,1095
Georgia,Bryan,Hwy 144 East,2006,2006 General Election,1387,818
Georgia,Bulloch,Lockhart,2006,2006 General Election,413,220
Georgia,Bulloch,Emit,2006,2006 General Election,1355,722
Georgia,Bulloch,Statesboro,2006,2006 General Election,3489,1665
Georgia,Bulloch,Portal,2006,2006 General Election,1266,615
Georgia,Bulloch,Fair,2006,2006 General Election,3729,2036
Georgia,Bulloch,Church,2006,2006 General Election,3761,1880
Georgia,Bulloch,Pittman Park,2006,2006 General Election,3515,1193
Georgia,Bulloch,Leefield,2006,2006 General Election,454,236
Georgia,Bulloch,Blitch,2006,2006 General Election,1227,753
Georgia,Bulloch,Hagin,2006,2006 General Election,1379,713
Georgia,Bulloch,Brooklet,2006,2006 General Election,1570,816
Georgia,Bulloch,Stilson,2006,2006 General Election,1380,597
Georgia,Bulloch,Bay,2006,2006 General Election,884,488
Georgia,Bulloch,Nevils,2006,2006 General Election,686,350
Georgia,Bulloch,Sinkhole,2006,2006 General Election,339,194
Georgia,Bulloch,Register,2006,2006 General Election,612,314
Georgia,Burke,Alexander,2006,2006 General Election,400,207
Georgia,Burke,Four Points,2006,2006 General Election,1179,528
Georgia,Burke,Girard,2006,2006 General Election,556,275
Georgia,Burke,Gough,2006,2006 General Election,379,172
Georgia,Burke,Greenscut,2006,2006 General Election,1207,518
Georgia,Burke,Keysville,2006,2006 General Election,620,249
Georgia,Burke,Midville,2006,2006 General Election,453,205
Georgia,Burke,Munnerlyn,2006,2006 General Election,245,114
Georgia,Burke,Sardis,2006,2006 General Election,822,343
Georgia,Burke,Scotts Crossroads,2006,2006 General Election,242,114
Georgia,Burke,Telfair,2006,2006 General Election,550,233
Georgia,Burke,St. Clair,2006,2006 General Election,302,175
Georgia,Burke,Vidette,2006,2006 General Election,276,150
Georgia,Burke,North Waynesboro,2006,2006 General Election,1927,746
Georgia,Burke,South Waynesboro,2006,2006 General Election,2440,1207
Georgia,Butts,Butts Co Comm Center,2006,2006 General Election,3050,1287
Georgia,Butts,Jenkinsburg,2006,2006 General Election,1830,762
Georgia,Butts,Stark,2006,2006 General Election,1890,939
Georgia,Butts,Library,2006,2006 General Election,2629,1410
Georgia,Butts,Worthville,2006,2006 General Election,1415,702
Georgia,Calhoun,Leary,2006,2006 General Election,568,310
Georgia,Calhoun,Morgan,2006,2006 General Election,496,234
Georgia,Calhoun,Edison,2006,2006 General Election,580,245
Georgia,Calhoun,Edison-Arlington,2006,2006 General Election,552,210
Georgia,Calhoun,Arlington,2006,2006 General Election,567,222
Georgia,Camden,Tarboro,2006,2006 General Election,686,268
Georgia,Camden,Waverly,2006,2006 General Election,879,348
Georgia,Camden,Woodbine,2006,2006 General Election,1308,585
Georgia,Camden,Browntown,2006,2006 General Election,524,175
Georgia,Camden,Harrietts Bluff,2006,2006 General Election,1285,599
Georgia,Camden,West Kingsland,2006,2006 General Election,1719,592
Georgia,Camden,North Kingsland,2006,2006 General Election,1326,484
Georgia,Camden,Kingsland,2006,2006 General Election,1366,424
Georgia,Camden,Gross Road,2006,2006 General Election,2772,991
Georgia,Camden,North St Marys,2006,2006 General Election,1457,313
Georgia,Camden,Mary Lee Clark,2006,2006 General Election,1951,655
Georgia,Camden,South St Marys,2006,2006 General Election,1613,711
Georgia,Camden,Mush Bluff,2006,2006 General Election,1724,602
Georgia,Camden,West Saint Marys,2006,2006 General Election,2124,1077
Georgia,Candler,Metter -1685,2006,2006 General Election,2401,1078
Georgia,Candler,Candler-1736,2006,2006 General Election,2019,997
Georgia,Carroll,Kansas (1006),2006,2006 General Election,772,347
Georgia,Carroll,Bowdon (1111),2006,2006 General Election,2141,938
Georgia,Carroll,Sandhill (1122),2006,2006 General Election,2437,1133
Georgia,Carroll,Center Point (1152),2006,2006 General Election,1127,620
Georgia,Carroll,Lowell (1163),2006,2006 General Election,992,468
Georgia,Carroll,Mt Zion (1240),2006,2006 General Election,1188,538
Georgia,Carroll,Burwell (1371),2006,2006 General Election,1008,503
Georgia,Carroll,Clem (1483),2006,2006 General Election,1692,856
Georgia,Carroll,Bowdon Junction (1496),2006,2006 General Election,836,377
Georgia,Carroll,Tyus (1533),2006,2006 General Election,1248,623
Georgia,Carroll,Fairfield (1540),2006,2006 General Election,2213,1244
Georgia,Carroll,Hulett (1542),2006,2006 General Election,1520,762
Georgia,Carroll,Bethany (501),2006,2006 General Election,1543,648
Georgia,Carroll,V R County South (640),2006,2006 General Election,1837,862
Georgia,Carroll,V R County North (641),2006,2006 General Election,3082,1193
Georgia,Carroll,Villa Rica City (642),2006,2006 General Election,2860,1029
Georgia,Carroll,Temple County (649),2006,2006 General Election,2301,932
Georgia,Carroll,Temple City (650),2006,2006 General Election,1889,750
Georgia,Carroll,Whitesburg (682),2006,2006 General Election,1393,706
Georgia,Carroll,Roopville (713),2006,2006 General Election,1068,589
Georgia,Carroll,West Carrollton (714A1),2006,2006 General Election,1704,456
Georgia,Carroll,Lakeshore,2006,2006 General Election,1085,509
Georgia,Carroll,Bonner (714A3),2006,2006 General Election,1980,975
Georgia,Carroll,University Of W. Ga (714A4),2006,2006 General Election,2023,749
Georgia,Carroll,County Admin Bldg (714A5),2006,2006 General Election,1526,687
Georgia,Carroll,Tabernacle Church (714A6),2006,2006 General Election,975,550
Georgia,Carroll,Victorious,2006,2006 General Election,1217,461
Georgia,Carroll,Emc (714Bn),2006,2006 General Election,987,474
Georgia,Carroll,Agriculture,2006,2006 General Election,764,374
Georgia,Carroll,Old Camp Church (714Bw),2006,2006 General Election,1624,890
Georgia,Carroll,Oak Grove (715),2006,2006 General Election,1027,523
Georgia,Carroll,New Hope (716),2006,2006 General Election,845,340
Georgia,Catoosa,Blackstock,2006,2006 General Election,1407,518
Georgia,Catoosa,Boynton,2006,2006 General Election,4337,1841
Georgia,Catoosa,Catoosa Keith,2006,2006 General Election,1793,770
Georgia,Catoosa,Chambers,2006,2006 General Election,1757,796
Georgia,Catoosa,Duncan Par,2006,2006 General Election,1534,562
Georgia,Catoosa,Fort Oglethorpe,2006,2006 General Election,3145,1267
Georgia,Catoosa,Graysville,2006,2006 General Election,2950,1122
Georgia,Catoosa,Lakeview,2006,2006 General Election,2705,933
Georgia,Catoosa,Poplar Springs,2006,2006 General Election,2900,1169
Georgia,Catoosa,Ringgold,2006,2006 General Election,5237,2171
Georgia,Catoosa,Westside,2006,2006 General Election,2387,923
Georgia,Catoosa,Woodstation,2006,2006 General Election,2130,931
Georgia,Charlton,Folkston Library,2006,2006 General Election,675,253
Georgia,Charlton,Folkston,2006,2006 General Election,746,241
Georgia,Charlton,Bend Fire Station,2006,2006 General Election,356,78
Georgia,Charlton,St. George,2006,2006 General Election,455,146
Georgia,Charlton,Traders Hill,2006,2006 General Election,333,154
Georgia,Charlton,Homeland,2006,2006 General Election,861,331
Georgia,Charlton,Folkston Fire Station,2006,2006 General Election,917,338
Georgia,Charlton,Racepond,2006,2006 General Election,79,34
Georgia,Charlton,Winokur,2006,2006 General Election,206,87
Georgia,Chatham,1-01 First Presbyterian Church,2006,2006 General Election,1410,969
Georgia,Chatham,Chatham Co,2006,2006 General Election,630,362
Georgia,Chatham,1-05 Jea Building,2006,2006 General Election,1464,851
Georgia,Chatham,1-06 Central Chur Of Christ,2006,2006 General Election,,
Georgia,Chatham,1-08 Grace United Meth Chur,2006,2006 General Election,,
Georgia,Chatham,1-09 Immanuel Bapt Church,2006,2006 General Election,742,389
Georgia,Chatham,1-10 Saint Thomas Episcopal Church,2006,2006 General Election,,
Georgia,Chatham,1-12 Isle Of Hope Baptist,2006,2006 General Election,887,619
Georgia,Chatham,1-13 Cresthill Baptist,2006,2006 General Election,1012,582
Georgia,Chatham,1-14 St Luke Church,2006,2006 General Election,,
Georgia,Chatham,1-16 Ferguson Ave Baptist,2006,2006 General Election,956,579
Georgia,Chatham,1-17 Islands Christian Church,2006,2006 General Election,2249,1272
Georgia,Chatham,2-02 Blackshear Comm Ctr,2006,2006 General Election,,
Georgia,Chatham,2-03 W. W. Law Center,2006,2006 General Election,,
Georgia,Chatham,2-04 Fellowship Of Love,2006,2006 General Election,,
Georgia,Chatham,2-05 Holy Spirit Lutheran,2006,2006 General Election,,
Georgia,Chatham,2-06 New Vision Revival Center,2006,2006 General Election,,
Georgia,Chatham,2-07 Christ Comm. Church,2006,2006 General Election,,
Georgia,Chatham,2-09 The Salvation Army,2006,2006 General Election,,
Georgia,Chatham,2-11 S Gardens Christian,2006,2006 General Election,967,414
Georgia,Chatham,2-12 Williams Court Apts,2006,2006 General Election,917,427
Georgia,Chatham,3-01 Old Courthouse,2006,2006 General Election,,
Georgia,Chatham,3-02 Rose Of Sharon,2006,2006 General Election,,
Georgia,Chatham,3-03 Savannah High School,2006,2006 General Election,,
Georgia,Chatham,3-04 First African Baptist,2006,2006 General Election,,
Georgia,Chatham,3-05 Aldersgate Youth Cent,2006,2006 General Election,,
Georgia,Chatham,3-08 Jenkins High School,2006,2006 General Election,,
Georgia,Chatham,3-09 Cokesbury Methodist,2006,2006 General Election,,
Georgia,Chatham,3-10 Bible Baptist Church,2006,2006 General Election,,
Georgia,Chatham,3-11 Southside Bapt Church,2006,2006 General Election,,
Georgia,Chatham,3-12 Thunderbolt Muni. Complex,2006,2006 General Election,,
Georgia,Chatham,3-13 New Cov 7 Day Adv Ch,2006,2006 General Election,,
Georgia,Chatham,3-14 Riverview Health Reh,2006,2006 General Election,,
Georgia,Chatham,3-15 Eli Whitney Complex,2006,2006 General Election,,
Georgia,Chatham,4-02 Frank Murray Comm Ct,2006,2006 General Election,,
Georgia,Chatham,4-04 Lighthouse Baptist Ch,2006,2006 General Election,,
Georgia,Chatham,4-05 St Francis Episcopal,2006,2006 General Election,,
Georgia,Chatham,4-06 First Baptist Church,2006,2006 General Election,,
Georgia,Chatham,4-07 Wilm Is Un Meth Ch,2006,2006 General Election,,
Georgia,Chatham,4-08 Wilmington Island Pr,2006,2006 General Election,275,114
Georgia,Chatham,4-10 Guard House Comm Ctr,2006,2006 General Election,,
Georgia,Chatham,4-11 Tybee Island School Cafe,2006,2006 General Election,,
Georgia,Chatham,4-12 St Peters Episcopal,2006,2006 General Election,,
Georgia,Chatham,4-13 Skid Is Pres Church,2006,2006 General Election,,
Georgia,Chatham,4-14 Skidaway Island Methodist Church,2006,2006 General Election,,
Georgia,Chatham,4-15 Skidaway Island State Park,2006,2006 General Election,,
Georgia,Chatham,5-01 Bartlett Middle Sch,2006,2006 General Election,,
Georgia,Chatham,5-02 Senior Citizens Cent,2006,2006 General Election,,
Georgia,Chatham,5-03 Butler Presbyterian,2006,2006 General Election,,
Georgia,Chatham,5-05 Liberty City Comm Ctr,2006,2006 General Election,,
Georgia,Chatham,5-06 Wildwood United Meth,2006,2006 General Election,,
Georgia,Chatham,5-07 Elks Lodge,2006,2006 General Election,,
Georgia,Chatham,5-08 Savannah Primitive,2006,2006 General Election,,
Georgia,Chatham,5-10 Jonesville Bapt Church,2006,2006 General Election,,
Georgia,Chatham,5-11 Largo-Tibet Elem,2006,2006 General Election,,
Georgia,Chatham,6-01 White Bluff Pres Chr,2006,2006 General Election,,
Georgia,Chatham,6-02 Windsor Forest Baptist,2006,2006 General Election,,
Georgia,Chatham,6-03 Crusader Comm Ctr,2006,2006 General Election,,
Georgia,Chatham,6-05 Windsor Forest Golde,2006,2006 General Election,,
Georgia,Chatham,6-06 The Light,2006,2006 General Election,,
Georgia,Chatham,6-08 St. Francis Cabrini,2006,2006 General Election,,
Georgia,Chatham,6-09 Trinity Lutheran Ch,2006,2006 General Election,,
Georgia,Chatham,6-10 Georgetown Elem,2006,2006 General Election,,
Georgia,Chatham,6-11 Bamboo Farms,2006,2006 General Election,,
Georgia,Chatham,7-01 Garden City Senior Ctr,2006,2006 General Election,,
Georgia,Chatham,7-03 P B Edwards Gym,2006,2006 General Election,,
Georgia,Chatham,7-04 Lake Shore Comm Ctr,2006,2006 General Election,,
Georgia,Chatham,7-05 Woodlawn Bapt Ch,2006,2006 General Election,,
Georgia,Chatham,7-06 Pooler City Hall,2006,2006 General Election,,
Georgia,Chatham,7-07 Rothwell Bapt Ch,2006,2006 General Election,,
Georgia,Chatham,7-08 Bloomingdale Com Ctr,2006,2006 General Election,,
Georgia,Chatham,7-09 Southwest Baptist Ch,2006,2006 General Election,,
Georgia,Chatham,7-10 Progressive Rec Ctr,2006,2006 General Election,,
Georgia,Chatham,7-11 Seventh Day Adv Chr,2006,2006 General Election,,
Georgia,Chatham,7-12 Risen Savior Chr,2006,2006 General Election,,
Georgia,Chatham,7-13 Garden City City Hall,2006,2006 General Election,,
Georgia,Chatham,7-14 Coastal Cathedral,2006,2006 General Election,,
Georgia,Chatham,8-01 Civic Center,2006,2006 General Election,,
Georgia,Chatham,8-02 Bull Street Baptist,2006,2006 General Election,,
Georgia,Chatham,8-03 Silk Hope Bapt Ch,2006,2006 General Election,,
Georgia,Chatham,8-05 W Broad St Ymca,2006,2006 General Election,,
Georgia,Chatham,8-06 Tompkins Rec Ctr,2006,2006 General Election,,
Georgia,Chatham,8-07 Woodville-Tompkins,2006,2006 General Election,,
Georgia,Chatham,8-08 Resur Of Our Lord Ch,2006,2006 General Election,,
Georgia,Chatham,8-09 Moses Jackson Ctr,2006,2006 General Election,,
Georgia,Chatham,8-10 Carver Heights Comm,2006,2006 General Election,,
Georgia,Chatham,8-11 Butler Elem School,2006,2006 General Election,,
Georgia,Chatham,8-12 Beach High School,2006,2006 General Election,,
Georgia,Chatham,8-13 Savannah Christ. Sch,2006,2006 General Election,,
Georgia,Chatham,8-15 Garden City Rec Ctr,2006,2006 General Election,,
Georgia,Chattahoochee,Chattahoochee Acvitity Center,2006,2006 General Election,,
Georgia,Chattooga,Cloudland,2006,2006 General Election,307,174
Georgia,Chattooga,Pennville,2006,2006 General Election,489,190
Georgia,Chattooga,Coldwater,2006,2006 General Election,206,122
Georgia,Chattooga,Dirtseller,2006,2006 General Election,113,57
Georgia,Chattooga,Haywood,2006,2006 General Election,131,72
Georgia,Chattooga,Lyerly,2006,2006 General Election,783,343
Georgia,Chattooga,Trion,2006,2006 General Election,2547,1029
Georgia,Chattooga,Summerville,2006,2006 General Election,4711,2099
Georgia,Chattooga,Teloga,2006,2006 General Election,460,207
Georgia,Chattooga,Dirttown,2006,2006 General Election,683,357
Georgia,Chattooga,Seminole,2006,2006 General Election,90,47
Georgia,Chattooga,Subligna,2006,2006 General Election,354,184
Georgia,Chattooga,Alpine,2006,2006 General Election,728,373
Georgia,Cherokee,Air Acres,2006,2006 General Election,1771,889
Georgia,Cherokee,Arnold Mill,2006,2006 General Election,2918,1637
Georgia,Cherokee,Avery,2006,2006 General Election,1798,1027
Georgia,Cherokee,Ball Ground,2006,2006 General Election,1745,889
Georgia,Cherokee,Bascomb,2006,2006 General Election,2998,1556
Georgia,Cherokee,Bells,2006,2006 General Election,2377,1036
Georgia,Cherokee,Booth,2006,2006 General Election,2814,1453
Georgia,Cherokee,Bradshaw,2006,2006 General Election,2669,1499
Georgia,Cherokee,Bridgemill,2006,2006 General Election,3270,1581
Georgia,Cherokee,Canton,2006,2006 General Election,2707,1070
Georgia,Cherokee,Carmel,2006,2006 General Election,2408,1061
Georgia,Cherokee,Cherokee S,2006,2006 General Election,2543,1051
Georgia,Cherokee,Woodstock,2006,2006 General Election,,
Georgia,Cherokee,Clayton,2006,2006 General Election,1290,633
Georgia,Cherokee,Conns Creek,2006,2006 General Election,512,253
Georgia,Cherokee,Deer Run,2006,2006 General Election,2061,991
Georgia,Cherokee,Dixie,2006,2006 General Election,3566,1464
Georgia,Cherokee,Dupree,2006,2006 General Election,1298,652
Georgia,Cherokee,Freehome,2006,2006 General Election,3205,1703
Georgia,Cherokee,Hickory Flat,2006,2006 General Election,1937,1010
Georgia,Cherokee,Hightower,2006,2006 General Election,1757,864
Georgia,Cherokee,Hillside,2006,2006 General Election,2382,1340
Georgia,Cherokee,Holly Springs,2006,2006 General Election,1635,723
Georgia,Cherokee,Kellogg,2006,2006 General Election,3340,1468
Georgia,Cherokee,Liberty,2006,2006 General Election,3684,1537
Georgia,Cherokee,Little River,2006,2006 General Election,,
Georgia,Cherokee,Macedonia,2006,2006 General Election,,
Georgia,Cherokee,Mountain Road,2006,2006 General Election,,
Georgia,Cherokee,Neese,2006,2006 General Election,,
Georgia,Cherokee,Oak Grove,2006,2006 General Election,,
Georgia,Cherokee,R M Moore,2006,2006 General Election,,
Georgia,Cherokee,R T Jones,2006,2006 General Election,,
Georgia,Cherokee,Rosecreek,2006,2006 General Election,,
Georgia,Cherokee,Salacoa,2006,2006 General Election,,
Georgia,Cherokee,Sixes,2006,2006 General Election,,
Georgia,Cherokee,Sutallee,2006,2006 General Election,,
Georgia,Cherokee,Teasley,2006,2006 General Election,,
Georgia,Cherokee,Toonigh,2006,2006 General Election,,
Georgia,Cherokee,Union Hill,2006,2006 General Election,,
